en	fr
Prevention has to be our answer to disasters of this kind and this draft directive is an important step towards well-trained safety advisers being available, SO THAT the right action is taken in good time.	Notre réponse à de telles catastrophes doit être la prévention et le projet de directive qui nous est soumis nous permet de créer une base importante en vue de disposer de responsables bien formés en matière de sécurité et, dans le même temps, de faire ce qui doit être fait.
We ALSO need to follow this up and make sure that our rules are transposed by the Member States in good time and - even more importantly - we need to ensure that they are also applied afterwards.	Nous devons également veiller, de manière conséquente, à ce que les États membres respectent les délais de mise en uvre de nos projets et, chose plus importante encore, nous devons veiller à ce que par la suite, ces projets soient appliqués.
We also need to follow this up and make sure that our rules are transposed by the Member States in good time AND - even more importantly - we need to ensure that they are also applied afterwards.	Nous devons également veiller, de manière conséquente, à ce que les États membres respectent les délais de mise en uvre de nos projets et, chose plus importante encore, nous devons veiller à ce que par la suite, ces projets soient appliqués.
We ALSO need to follow this up and make sure that our rules are transposed by the Member States in good time and - even more importantly - we need to ensure that they are also applied afterwards.	Nous devons également veiller, de manière conséquente, à ce que les États membres respectent les délais de mise en uvre de nos projets et, chose plus importante encore, nous devons veiller à ce que par la suite, ces projets soient appliqués.
We also need to follow this up and make sure that our rules are transposed by the Member States in good time and - even more importantly - we need to ensure that they are also applied AFTERWARDS.	Nous devons également veiller, de manière conséquente, à ce que les États membres respectent les délais de mise en uvre de nos projets et, chose plus importante encore, nous devons veiller à ce que par la suite, ces projets soient appliqués.
In this context, I should like to make a request and ask the Commissioner responsible, who is with us here today, to table an appropriate text as soon as possible with a view to continuing to make it safer for traffic to transit tunnels in the future, SO THAT we in Europe do not have to experience any more such disasters on this scale.	À cet égard, j'invite et je prie la commissaire responsable, présente parmi nous, de nous présenter dès que possible un texte de nature à augmenter à l'avenir la sécurité dans les tunnels afin qu'en Europe, nous ne devions plus faire face à des catastrophes d'une telle ampleur.
Transport safety has sadly been in the news recently: the Paddington rail crash in London, the terrible rail crash in Norway, the two aviation crashes involving EU citizens and the natural disaster involving the Erika off Brittany - all within the last four months - remind us that transport safety can never be taken for granted AND that those charged with protecting the public must be highly motivated and highly qualified.	La sécurité des transports a malheureusement fait l'actualité ces derniers temps : l'accident ferroviaire de Paddington, à Londres, l'effroyable accident ferroviaire en Norvège, les deux accidents d'avion transportant des passagers de l'Union européenne et la catastrophe naturelle de l'Erika, au large de la Bretagne ­ ces événements s'étant tous produits au cours des quatre derniers mois ­ nous rappellent que nous ne pouvons croire que la sécurité des transports est garantie d'office et qu'il faut que les responsables de la protection de la population soient extrêmement motivés et qualifiés.
The rapporteur has pointed out to the House that in its common position the Council has accepted six of Parliament's ten amendments put forward at first reading AND that the substance of Parliament's other amendments has been retained.	Le rapporteur a signalé au Parlement que la position commune du Conseil retient six des dix amendements au texte présentés par le Parlement en première lecture, ainsi que la teneur des autres amendements du Parlement.
My Group will THEREFORE support the common position and looks forward to the enactment of the legislation which will provide us with yet another tool in our fight to make transport in the European Union as safe as possible.	En conséquence, mon groupe soutiendra la position commune et espère que la législation sera rapidement promulguée, qui nous fournira un outil de plus dans notre lutte pour que le transport au sein de l'Union atteigne le plus haut niveau de sécurité possible.
WHEN it comes to safety my Group will always support any initiatives to improve transport safety.	Mon groupe soutiendra d'ailleurs toute initiative visant à améliorer la sécurité des transports.
We still have a lot of work to do in this area AS recent events have proved.	Il nous reste encore beaucoup à faire en la matière, comme le montre l'actualité.
We are concerned here with the harmonisation of examination requirements but also, IN FACT, with minimum requirements.	Il s'agit de l'harmonisation des exigences des examens, mais également des exigences minimales.
Needless to say, safety on roads, railways and inland waterways is of key importance and, given the international nature of these types of transport, training for safety advisors should ALSO be harmonised, therefore, as well as the requirements of the new ADR, for example, which is under way.	L'importance de la sécurité sur la route, sur les rails ou sur les voies navigables est naturellement primordiale et en raison du caractère international de ces modes de transport, nous devons également harmoniser les formations des conseillers à la sécurité, ainsi que, notamment, les exigences du nouvel ADR qui devrait bientôt entrer en vigueur.
Needless to say, safety on roads, railways and inland waterways is of key importance and, given the international nature of these types of transport, training for safety advisors should also be harmonised, THEREFORE, as well as the requirements of the new ADR, for example, which is under way.	L'importance de la sécurité sur la route, sur les rails ou sur les voies navigables est naturellement primordiale et en raison du caractère international de ces modes de transport, nous devons également harmoniser les formations des conseillers à la sécurité, ainsi que, notamment, les exigences du nouvel ADR qui devrait bientôt entrer en vigueur.
Needless to say, safety on roads, railways and inland waterways is of key importance and, given the international nature of these types of transport, training for safety advisors should also be harmonised, therefore, as well as the requirements of the new ADR, FOR EXAMPLE, which is under way.	L'importance de la sécurité sur la route, sur les rails ou sur les voies navigables est naturellement primordiale et en raison du caractère international de ces modes de transport, nous devons également harmoniser les formations des conseillers à la sécurité, ainsi que, notamment, les exigences du nouvel ADR qui devrait bientôt entrer en vigueur.
This is important, BUT so is enforcement and there are, of course, a number of reasons why we need to pay particular attention to this.	C'est important mais le respect de ces mesures l'est tout autant et il y a naturellement plusieurs raisons pour lesquelles nous devons y prêter une attention particulière.
This is important, but so is enforcement AND there are, of course, a number of reasons why we need to pay particular attention to this.	C'est important mais le respect de ces mesures l'est tout autant et il y a naturellement plusieurs raisons pour lesquelles nous devons y prêter une attention particulière.
Just think of the road accidents which have occurred over recent years, FOR EXAMPLE in Belgium, the Netherlands and a number of other countries where lorries carrying dangerous goods continued to drive in foggy conditions when really they should have pulled off the road instead.	Examinons les accidents de la route de ces dernières années. Par exemple en Belgique, aux Pays-Bas et dans certains autres pays par temps de brouillard, avec des camions transportant des produits dangereux, alors que dans ces conditions, ils auraient dû rester sur le bord de la route.
Just think of the road accidents which have occurred over recent years, for example in Belgium, the Netherlands and a number of other countries where lorries carrying dangerous goods continued to drive in foggy conditions WHEN really they should have pulled off the road instead.	Examinons les accidents de la route de ces dernières années. Par exemple en Belgique, aux Pays-Bas et dans certains autres pays par temps de brouillard, avec des camions transportant des produits dangereux, alors que dans ces conditions, ils auraient dû rester sur le bord de la route.
Just think of the road accidents which have occurred over recent years, for example in Belgium, the Netherlands and a number of other countries where lorries carrying dangerous goods continued to drive in foggy conditions when really they should have pulled off the road INSTEAD.	Examinons les accidents de la route de ces dernières années. Par exemple en Belgique, aux Pays-Bas et dans certains autres pays par temps de brouillard, avec des camions transportant des produits dangereux, alors que dans ces conditions, ils auraient dû rester sur le bord de la route.
FURTHERMORE, it has transpired that research in the ports in Belgium, Finland, but also in Japan has shown that 50% of containers with partially dangerous cargo are not delivered correctly for shipment.	En outre, une enquête menée dans des ports belges, finnois et japonais a révélé que 50 pour cent des conteneurs avec un chargement partiellement dangereux n'étaient pas correctement déchargés.
IN SHORT, the issue is an important one.	Bref, le sujet est très important.
IF we look at the situation where safety advisers are concerned, in a number of countries it is compulsory to employ such safety advisers in companies as from 1 January of this year.	Si nous examinons la situation des conseillers à la sécurité, depuis le 1er janvier, dans certains pays, les entreprises doivent disposer d'un tel conseiller.
There will be major problems with enforcing this rule at present, especially with smaller companies, AS these cannot afford safety advisors.	Le respect de ce principe pose d'importants problèmes actuellement, notamment pour les entreprises moins importantes qui ne peuvent se le permettre financièrement.
It is THEREFORE also being requested that ISO 9002 certificates possibly include the finer details of these activities in the form of annual reports and company analyses.	Pour cette raison, on demande que ces activités soient développées sous la forme de rapports annuels, d'analyses d'entreprises et qu'elles soient éventuellement reprises dans des certificats ISO 9002.
It is therefore ALSO being requested that ISO 9002 certificates possibly include the finer details of these activities in the form of annual reports and company analyses.	Pour cette raison, on demande que ces activités soient développées sous la forme de rapports annuels, d'analyses d'entreprises et qu'elles soient éventuellement reprises dans des certificats ISO 9002.
With regard to enforcement, proper agreements must ALSO be concluded with the Eastern European countries because they will not enter into treaties which deal with this matter until 1 July 2001, that is to say in eighteen months' time.	En ce qui concerne ce respect, il convient également de conclure des accords satisfaisants avec les pays d'Europe orientale car ce n'est que le 1er juillet 2001, dans un peu plus d'un an et demi, qu'ils adhéreront aux conventions en vigueur.
With regard to enforcement, proper agreements must also be concluded with the Eastern European countries BECAUSE they will not enter into treaties which deal with this matter until 1 July 2001, that is to say in eighteen months' time.	En ce qui concerne ce respect, il convient également de conclure des accords satisfaisants avec les pays d'Europe orientale car ce n'est que le 1er juillet 2001, dans un peu plus d'un an et demi, qu'ils adhéreront aux conventions en vigueur.
This is not in itself anything dreadful, BUT we should prioritise particularly the safety aspects for goods transported by road, rail and inland waterways and incorporate these, as part of the acquis communautaire, as soon as possible and present them to the acceding states.	Ce n'est pas grave en soi, mais ce que nous devrions faire, c'est accorder la priorité aux aspects de la sécurité des marchandises transportées par route, par rail ou par voie navigable et présenter aussitôt que possible cette partie de l'acquis aux pays candidats.
Those having to deal with these risks should THEREFORE meet stringent requirements.	Par conséquent, ceux qui sont soumis à ces risques doivent satisfaire à des exigences strictes.
I am very pleased that agreement has ALSO been reached with the Council on minimum standards regarding examinations, although I would have preferred it if uniform, set standards and modules had been established, so that certificates would be of equal value internationally.	Je suis ravi qu'il y ait également un accord avec le Conseil concernant les normes minimales pour leurs examens, même si j'aurais préféré des normes fixes et uniformisées, afin d'avoir des diplômes et des examens internationaux identiques.
I am very pleased that agreement has also been reached with the Council on minimum standards regarding examinations, ALTHOUGH I would have preferred it if uniform, set standards and modules had been established, so that certificates would be of equal value internationally.	Je suis ravi qu'il y ait également un accord avec le Conseil concernant les normes minimales pour leurs examens, même si j'aurais préféré des normes fixes et uniformisées, afin d'avoir des diplômes et des examens internationaux identiques.
I am very pleased that agreement has also been reached with the Council on minimum standards regarding examinations, although I would have preferred it IF uniform, set standards and modules had been established, so that certificates would be of equal value internationally.	Je suis ravi qu'il y ait également un accord avec le Conseil concernant les normes minimales pour leurs examens, même si j'aurais préféré des normes fixes et uniformisées, afin d'avoir des diplômes et des examens internationaux identiques.
I am very pleased that agreement has also been reached with the Council on minimum standards regarding examinations, although I would have preferred it if uniform, set standards and modules had been established, SO THAT certificates would be of equal value internationally.	Je suis ravi qu'il y ait également un accord avec le Conseil concernant les normes minimales pour leurs examens, même si j'aurais préféré des normes fixes et uniformisées, afin d'avoir des diplômes et des examens internationaux identiques.
This, HOWEVER, does not seem feasible.	Toutefois, cela ne paraît pas réalisable.
Finally, the amendment tabled by the rapporteur is perfectly logical AND I can, therefore, give it my wholehearted support.	Pour conclure, l'amendement proposé par le rapporteur est on ne peut plus logique et je le soutiens avec joie.
Finally, the amendment tabled by the rapporteur is perfectly logical and I can, THEREFORE, give it my wholehearted support.	Pour conclure, l'amendement proposé par le rapporteur est on ne peut plus logique et je le soutiens avec joie.
Mr President, Commissioner, I should first like to congratulate Mr Koch on his reports which, THOUGH technical, are nonetheless of very great significance for safety.	Monsieur le Président, Madame la Commissaire, chers collègues, je voudrais tout d'abord féliciter notre collègue Koch pour ses rapports, qui pour être techniques, n'en sont pas moins d'une très grande importance pour la sécurité.
Mr President, Commissioner, I should first like to congratulate Mr Koch on his reports which, though technical, are NONETHELESS of very great significance for safety.	Monsieur le Président, Madame la Commissaire, chers collègues, je voudrais tout d'abord féliciter notre collègue Koch pour ses rapports, qui pour être techniques, n'en sont pas moins d'une très grande importance pour la sécurité.
Considering that it is only today that we are dealing with a Commission proposal first made on 19 March 1998, even THOUGH Parliament responded relatively quickly, this time lag is a little too long.	Lorsque je considère que la première proposition de la Commission a été déposée le 19 mars 1998 et que nous nous en occupons aujourd'hui - alors que le Parlement a réagi assez rapidement -, le délai est un peu trop long.
This is not just the fault of the Commission, BUT I believe that we need to take action more quickly so as to achieve harmonisation in this area as well.	La faute n'en revient certes pas à la seule Commission mais je pense que nous devons réagir plus vite pour parvenir à une harmonisation dans ce domaine aussi.
This is not just the fault of the Commission, but I believe that we need to take action more quickly SO as to achieve harmonisation in this area as well.	La faute n'en revient certes pas à la seule Commission mais je pense que nous devons réagir plus vite pour parvenir à une harmonisation dans ce domaine aussi.
This is not just the fault of the Commission, but I believe that we need to take action more quickly so AS to achieve harmonisation in this area as well.	La faute n'en revient certes pas à la seule Commission mais je pense que nous devons réagir plus vite pour parvenir à une harmonisation dans ce domaine aussi.
HOWEVER, when it comes to safety, I am rather sceptical because safety in Sweden, for example, is in principle no different from safety in Germany, Italy or Austria.	Pour ce qui est de la sécurité, je suis cependant quelque peu sceptique parce que, sur le principe, la sécurité n'est pas différente en Suède, par exemple, de ce qu'elle est en Allemagne, en Italie ou en Autriche.
However, WHEN it comes to safety, I am rather sceptical because safety in Sweden, for example, is in principle no different from safety in Germany, Italy or Austria.	Pour ce qui est de la sécurité, je suis cependant quelque peu sceptique parce que, sur le principe, la sécurité n'est pas différente en Suède, par exemple, de ce qu'elle est en Allemagne, en Italie ou en Autriche.
However, when it comes to safety, I am rather sceptical BECAUSE safety in Sweden, for example, is in principle no different from safety in Germany, Italy or Austria.	Pour ce qui est de la sécurité, je suis cependant quelque peu sceptique parce que, sur le principe, la sécurité n'est pas différente en Suède, par exemple, de ce qu'elle est en Allemagne, en Italie ou en Autriche.
However, when it comes to safety, I am rather sceptical because safety in Sweden, FOR EXAMPLE, is in principle no different from safety in Germany, Italy or Austria.	Pour ce qui est de la sécurité, je suis cependant quelque peu sceptique parce que, sur le principe, la sécurité n'est pas différente en Suède, par exemple, de ce qu'elle est en Allemagne, en Italie ou en Autriche.
I can live with these minimum standards, BUT I would ask the Commission to monitor the situation very carefully.	Je peux m'accommoder de ces normes minimales mais je prie la Commission de suivre ce dossier avec une réelle attention.
Should flexibility of this kind result in there being inadequate rules in some countries THEN we should work towards greater harmonisation.	Si ce genre de flexibilité devait mener à l'apparition de règlements insatisfaisants dans certains pays, nous devrions opter pour une plus grande harmonisation.
My third point has ALSO been mentioned already.	Le troisième point a lui aussi été déjà évoqué.
AS you know, like Mr Rack, I come from a transit country, where this issue plays a particularly important role.	Comme M. Rack, je viens d'une région de transit dans laquelle cette question joue un rôle particulier.
BUT I believe that we should do all we can to keep the transport of dangerous goods to a minimum, in all countries, whether they are transit countries or not.	Je pense toutefois que nous devrions tout faire pour limiter autant que possible le transport de marchandises dangereuses, et ce dans l'ensemble des pays, qu'ils soient des régions de transit ou non.
But I believe that we should do all we can to keep the transport of dangerous goods to a minimum, in all countries, whether they are transit countries OR not.	Je pense toutefois que nous devrions tout faire pour limiter autant que possible le transport de marchandises dangereuses, et ce dans l'ensemble des pays, qu'ils soient des régions de transit ou non.
We understand that it is important that the two institutions - Parliament and Commission - cooperate and work together AND that the current cooperation with the Committee on Regional Policy, and in particular the transport group, is magnificent.	Nous pensons que la collaboration, le travail commun de la part des deux institutions ­ Parlement et Commission ­ est importante et que la coopération qui existe avec la commission de la politique régionale, et concrètement avec le groupe des transports, est magnifique.
We understand that it is important that the two institutions - Parliament and Commission - cooperate and work together and that the current cooperation with the Committee on Regional Policy, and IN PARTICULAR the transport group, is magnificent.	Nous pensons que la collaboration, le travail commun de la part des deux institutions ­ Parlement et Commission ­ est importante et que la coopération qui existe avec la commission de la politique régionale, et concrètement avec le groupe des transports, est magnifique.
The common position includes practically all of the amendments accepted by the Commission and harmonises the minimum examination requirements for safety advisers AND, at second reading, we can accept the amendment on the proposed date, which is much more realistic than the one originally suggested by the Commission, bearing in mind that we have now spent several years debating this question.	La position commune inclut pratiquement tous les amendements acceptés par la Commission, harmonise les exigences minimales applicables aux examens des conseillers à la sécurité et, en deuxième lecture, nous pouvons accepter la date proposée, bien plus réaliste que celle projetée au départ par la Commission, sachant que cela fait déjà plusieurs années que nous débattons cette question.
AS Mr Simpson has said very correctly, this is a process which we can never take for granted or regard as having come to an end.	Comme l'a très bien dit M. Simpson, il ne faut jamais considérer que le processus est acquis, qu'il a abouti.
In this regard, I would ALSO like to refer very briefly to the problems of the tunnels, which Messrs Rack and Swoboda have referred to, which, in the case of Austria, is doubtless a very sensitive issue, and great effort should be made to improve their safety.	En ce sens, je voudrais également aborder très brièvement les problèmes des tunnels, auxquels MM. Rack et Swoboda ont fait référence, et qui, dans le cas de l'Autriche, constituent sans aucun doute un sujet très sensible, raison pour laquelle il est nécessaire de faire des efforts pour voir comment accroître leur sécurité.
In this regard, I would also like to refer very briefly to the problems of the tunnels, which Messrs Rack and Swoboda have referred to, which, in the case of Austria, is doubtless a very sensitive issue, AND great effort should be made to improve their safety.	En ce sens, je voudrais également aborder très brièvement les problèmes des tunnels, auxquels MM. Rack et Swoboda ont fait référence, et qui, dans le cas de l'Autriche, constituent sans aucun doute un sujet très sensible, raison pour laquelle il est nécessaire de faire des efforts pour voir comment accroître leur sécurité.
THEREFORE, we will have to see how the requirements guaranteeing the maximum degree of safety can be further improved.	Il faut dès lors étudier la manière dont on peut ajuster encore plus les exigences afin de garantir un maximum de sécurité.
This week we will be holding a debate here on the safety of sea transport, in light of the Erika disaster, AND in the course of this year we will have to discuss our objectives in terms of the safety of air transport.	Cette semaine, nous organiserons un débat ici pour parler de la sécurité du transport maritime, à la suite de la catastrophe de l'Erika, et nous devrons discuter tout au long de cette année des objectifs, en matière de sécurité, du transport aérien.
BUT I would like to say that safety is a priority objective for the Commission.	Mais je tiens à dire, Mesdames et Messieurs les Députés, que la sécurité est un objectif prioritaire de la Commission.
AS I will say in the debate on the Erika disaster, we do not wait until there is a disaster to deal with the question of safety, but we work on it even when there are no such circumstances, which simply serve to demonstrate the urgency for an effective response to this type of problem.	Comme je le dirai lors du débat sur l'Erika, nous n'attendons pas qu'une catastrophe survienne pour nous consacrer corps et âme à l'aspect de la sécurité, mais nous travaillons dessus en marge de ces circonstances, qui ne font que mettre en évidence l'urgence d'une réponse efficace à ce type de problèmes.
As I will say in the debate on the Erika disaster, we do not wait UNTIL there is a disaster to deal with the question of safety, but we work on it even when there are no such circumstances, which simply serve to demonstrate the urgency for an effective response to this type of problem.	Comme je le dirai lors du débat sur l'Erika, nous n'attendons pas qu'une catastrophe survienne pour nous consacrer corps et âme à l'aspect de la sécurité, mais nous travaillons dessus en marge de ces circonstances, qui ne font que mettre en évidence l'urgence d'une réponse efficace à ce type de problèmes.
As I will say in the debate on the Erika disaster, we do not wait until there is a disaster to deal with the question of safety, BUT we work on it even when there are no such circumstances, which simply serve to demonstrate the urgency for an effective response to this type of problem.	Comme je le dirai lors du débat sur l'Erika, nous n'attendons pas qu'une catastrophe survienne pour nous consacrer corps et âme à l'aspect de la sécurité, mais nous travaillons dessus en marge de ces circonstances, qui ne font que mettre en évidence l'urgence d'une réponse efficace à ce type de problèmes.
As I will say in the debate on the Erika disaster, we do not wait until there is a disaster to deal with the question of safety, but we work on it even WHEN there are no such circumstances, which simply serve to demonstrate the urgency for an effective response to this type of problem.	Comme je le dirai lors du débat sur l'Erika, nous n'attendons pas qu'une catastrophe survienne pour nous consacrer corps et âme à l'aspect de la sécurité, mais nous travaillons dessus en marge de ces circonstances, qui ne font que mettre en évidence l'urgence d'une réponse efficace à ce type de problèmes.
IN PARTICULAR, annexes cannot be adapted to take account of technical and industrial developments.	Il s'agit en particulier des annexes qui ne pourront être adaptées pour répondre à l'évolution technique et industrielle.
I regret this SINCE we are having to take action because others have not done their job.	Je le déplore car nous devons agir du fait que d'autres n'ont pas fait leur travail.
I regret this since we are having to take action BECAUSE others have not done their job.	Je le déplore car nous devons agir du fait que d'autres n'ont pas fait leur travail.
Should the European Union fail to take action, then Member States would be obliged to amend their national legislation for a very brief period, UNTIL the CEN completes its work, which would cause unnecessary cost and uncertainty.	L'inaction de l'Union européenne obligerait les États membres à modifier leurs dispositions légales en la matière pour un bref laps de temps, à savoir jusqu'à la conclusion des travaux du CEN, ce qui entraînerait des coûts et des incertitudes inutiles.
The amendment to the directive on today's agenda does not THEREFORE affect the existing harmonisation of the transport of dangerous goods in the Community.	La modification qui est à l'ordre du jour n'entraîne donc aucune modification de l'harmonisation communautaire existante en matière de transports de marchandises dangereuses.
The amendment to the directive is CONSEQUENTLY in full accordance with the principle of subsidiarity; the Member States obtain more powers.	Ce faisant, la modification de la directive s'inscrit pleinement dans l'esprit de subsidiarité ; les États membres bénéficiant de compétences accrues.
The proposal to be discussed today, to amend the directive on the transport of dangerous goods by road, dates from May 1999, HOWEVER, and could not therefore take account of the latest comitology procedure.	Toutefois, la présente proposition de directive modifiant la directive en matière de transport de marchandises dangereuses par route remonte à mai 1999 et ne pouvait donc tenir compte de la procédure comitologique actuelle.
The proposal to be discussed today, to amend the directive on the transport of dangerous goods by road, dates from May 1999, however, and could not THEREFORE take account of the latest comitology procedure.	Toutefois, la présente proposition de directive modifiant la directive en matière de transport de marchandises dangereuses par route remonte à mai 1999 et ne pouvait donc tenir compte de la procédure comitologique actuelle.
We would like to ensure that there is a reference to this as early as the recitals AND that the period within which the Council has to make a decision - which is not clearly worded - is set at a maximum of three months.	Nous voudrions être sûrs que cela soit déjà signalé dans les considérants et que le délai clairement formulé dans lequel le Conseil doit prendre une décision soit fixé à un maximum de trois mois.
IN ADDITION, the need for greater transparency has been pointed out.	On insiste en outre sur la nécessité d'une transparence accrue.
A further amendment allows the Member States to impose more stringent requirements, in particular for vacuum tanks, IF work is done or goods are transported as a priority in temperatures well below -20ºC. This is in the special interest of northern European regions.	Une autre proposition d'amendement permet en outre aux États membres au sein desquels le travail et le transport se déroulent régulièrement sous des températures nettement inférieures à -20ºC d'édicter des exigences plus strictes, en particulier pour ce qui concerne les citernes, ceci dans l'intérêt tout particulier des régions nordiques de l'Europe.
A further amendment allows the Member States to impose more stringent requirements, in particular for vacuum tanks, if work is done OR goods are transported as a priority in temperatures well below -20ºC. This is in the special interest of northern European regions.	Une autre proposition d'amendement permet en outre aux États membres au sein desquels le travail et le transport se déroulent régulièrement sous des températures nettement inférieures à -20ºC d'édicter des exigences plus strictes, en particulier pour ce qui concerne les citernes, ceci dans l'intérêt tout particulier des régions nordiques de l'Europe.
A final amendment is intended to ensure that tanks and tankers put into service between 1 January 1997 AND the entry into force of this directive may continue to be used provided that they have been constructed and maintained in accordance with it.	Enfin, une dernière proposition d'amendement devrait permettre de continuer d'utiliser les citernes et véhicules mis en service entre le 1er janvier 1997 et l'entrée en vigueur de cette directive si leur construction et leur entretien répondent aux exigences.
I do realise that this is only a small step towards increased transport safety, BUT I would ask you to endorse this report.	Tout ensachant que ce n'est là qu'un petit pas vers une plus grande sécurité en matière de transport, je vous prie d'approuver ce rapport.
I am speaking for the first time in this plenary part-session, SO this is quite exciting for me, a little like first love, although that did last longer than two minutes.	C' est la première fois que je prends la parole en plénière, il y a donc de quoi être un peu nerveux, un peu comme avec le premier amour, mais le premier amour a quand même duré heureusement plus de deux minutes.
I am speaking for the first time in this plenary part-session, so this is quite exciting for me, a little like first love, ALTHOUGH that did last longer than two minutes.	C' est la première fois que je prends la parole en plénière, il y a donc de quoi être un peu nerveux, un peu comme avec le premier amour, mais le premier amour a quand même duré heureusement plus de deux minutes.
It is good that this directive should be established now, as, OTHERWISE, Member States would have to amend their national acts for a very short time, a period of transition, which would again mean unnecessary costs and which would once more increase concern with regard to EU bureaucracy.	C' est une bonne chose que cette directive soit arrêtée maintenant, car sinon les États membres seraient obligés de modifier leur législation nationale pour une période transitoire très courte, ce qui ne ferait qu' entraîner des coûts inutiles et augmenterait encore une fois le mécontentement des gens face à la bureaucratie communautaire.
It is good that this directive should be established now, as, otherwise, Member States would have to amend their national acts for a very short time, a period of transition, which would again mean unnecessary costs AND which would once more increase concern with regard to EU bureaucracy.	C' est une bonne chose que cette directive soit arrêtée maintenant, car sinon les États membres seraient obligés de modifier leur législation nationale pour une période transitoire très courte, ce qui ne ferait qu' entraîner des coûts inutiles et augmenterait encore une fois le mécontentement des gens face à la bureaucratie communautaire.
The Commission' s proposal, HOWEVER, does not take account of all the facts, such as the cold climate that prevails in the northern regions.	La proposition de la Commission ne prend cependant pas en considération tous les facteurs nécessaires. Je pense par exemple au climat froid des régions septentrionales.
CONSEQUENTLY, I have tabled some amendments to Mr Koch' s intrinsically excellent report, which have been adopted by our committee.	Aussi ai-je proposé quelques amendements au rapport, excellent en soi, de M. Koch, amendements qui ont été adoptés par notre commission.
There is support for the EU in Lapland ALSO, so let us remember them.	En Laponie aussi, les gens sont favorables à l' Union européenne, pensons donc à eux.
I have THUS proposed that the frost rating be lowered to -40ºC.	C' est pourquoi j' ai proposé que la limite soit abaissée à -40º.
That is why we can only hope - and we should resolve all of this this week - that, in 2001, we will finally have Community regulations for the transport of dangerous goods by road SO THAT we have a degree of legal certainty here and also so that our roads are a good deal safer.	Nous ne pouvons donc qu'espérer - et nous devrions prendre toutes les décisions à cet effet au cours de cette semaine - qu'en 2001, nous disposions enfin de réglementations communautaires pour le transport de marchandises dangereuses par route afin d'avancer en matière de sécurité juridique et aussi de sécurité sur nos routes.
That is why we can only hope - and we should resolve all of this this week - that, in 2001, we will finally have Community regulations for the transport of dangerous goods by road so that we have a degree of legal certainty here and ALSO so that our roads are a good deal safer.	Nous ne pouvons donc qu'espérer - et nous devrions prendre toutes les décisions à cet effet au cours de cette semaine - qu'en 2001, nous disposions enfin de réglementations communautaires pour le transport de marchandises dangereuses par route afin d'avancer en matière de sécurité juridique et aussi de sécurité sur nos routes.
That is why we can only hope - and we should resolve all of this this week - that, in 2001, we will finally have Community regulations for the transport of dangerous goods by road SO THAT we have a degree of legal certainty here and also so that our roads are a good deal safer.	Nous ne pouvons donc qu'espérer - et nous devrions prendre toutes les décisions à cet effet au cours de cette semaine - qu'en 2001, nous disposions enfin de réglementations communautaires pour le transport de marchandises dangereuses par route afin d'avancer en matière de sécurité juridique et aussi de sécurité sur nos routes.
It is nonetheless worth emphasising that, each time we make this type of decision, it is good from a broad environmental perspective AND it is beneficial because it creates better prior conditions for exploiting the possibilities of the internal market.	Néanmoins, il vaut la peine de souligner que chaque fois que nous prenons une décision de ce type, c' est une bonne chose du point de vue de l' environnement, en l' occurrence parce que cette disposition créera de meilleures conditions pour le fonctionnement du marché intérieur.
It is nonetheless worth emphasising that, each time we make this type of decision, it is good from a broad environmental perspective and it is beneficial BECAUSE it creates better prior conditions for exploiting the possibilities of the internal market.	Néanmoins, il vaut la peine de souligner que chaque fois que nous prenons une décision de ce type, c' est une bonne chose du point de vue de l' environnement, en l' occurrence parce que cette disposition créera de meilleures conditions pour le fonctionnement du marché intérieur.
This is extraordinarily positive, AND there is cause to thank the rapporteur, Mr Koch, for the work he has put in on this issue.	C' est une évolution tout à fait positive, et nous avons tout lieu de remercier le rapporteur, M. Koch, pour le travail qu' il a réalisé sur ce sujet.
This is ALSO important where the prerequisites for the internal market are concerned.	C' est également une question importante au regard des conditions de fonctionnement du marché intérieur.
IF we are to get a common transport market genuinely up and running, it is important that we should not only have regulations but that these regulations should also, as far as possible, apply to every country.	Si nous voulons faire en sorte que fonctionne réellement le marché commun des transports à l' échelle de l' Union, il est important non seulement que des règles existent, mais que, dans toute la mesure du possible, ces règles nous soient communes.
If we are to get a common transport market genuinely up and running, it is important that we should not only have regulations BUT that these regulations should also, as far as possible, apply to every country.	Si nous voulons faire en sorte que fonctionne réellement le marché commun des transports à l' échelle de l' Union, il est important non seulement que des règles existent, mais que, dans toute la mesure du possible, ces règles nous soient communes.
If we are to get a common transport market genuinely up and running, it is important that we should not only have regulations but that these regulations should ALSO, as far as possible, apply to every country.	Si nous voulons faire en sorte que fonctionne réellement le marché commun des transports à l' échelle de l' Union, il est important non seulement que des règles existent, mais que, dans toute la mesure du possible, ces règles nous soient communes.
I should like to conclude by commenting on a third matter which is ALSO of significance, namely an amendment tabled by Member of Parliament, Mr Ari Vatanen.	Enfin, je voudrais commenter un troisième point qui me paraît également essentiel, à savoir une proposition d' amendement qui a été déposée par M. Ari Vatanen.
This makes it necessary to ALSO take account of the ways in which materials and packaging are affected by cold of this kind.	C' est une circonstance particulière qui exige que l' on prenne aussi en considération l' effet que peuvent avoir ces températures très basses sur les marchandises et leurs emballages.
It is good that, in establishing the present regulations, we can ALSO be flexible.	Monsieur le Président, le fait d' imprimer une certaine souplesse à cette réglementation est positif.
